Text,True_Sentiment,Logistic_Regression_Guess,VADER_Guess
"I have gained weight *not telling you how much* over the months and am putting myself on a diet. These chips have saved me from gorging on the bad stuff becaue of their taste. This product is not only healthy, but it actually tastes the best out of all of my other possible options. Frito Lay is the thing of the past, because Pop Chips are in! I strongly recommend this to anybody trying to maintain or lose weight, because with snacks like this, you can keep the love handles off! Thank you, Pop Chips for a successful diet! Go to [...] for any more info on how they are made.",Positive,Positive,Positive
The absolute best vegan jerky around and believe me I've tried them all. The heat is perfect.,Positive,Positive,Positive
"I read the review and I was hestitant as it was reported the drawer did not come out easy.  Well, it comes out easy.  I have room for plenty of choices in the drawer as my family likes hot chocolate and tea.  Personally I like coffee. The best thing is that it is a space saver.  I put the Kcup machine on it and I have plemnty of room for condiments.  With other storage syatems you place it next to the Kcup machine.  This takes a lot of spce.  Space is important in my cottage which is now my home.  I think this was a great buy for me.  It is funny how sometimes you buy something and it turns out to be a dud.  This is definitely worth the money.",Positive,Positive,Positive
"This curry is on the high end of mild, just enough heat to make it interesting.  It depends much more on a rich mix of flavors, which are well-balanced and delicious.  Only a couple things to keep in mind.  The coconut mix got a little lumpy when prepared as described.  You probably want to mix it alone with a small amount of water to make a smooth paste before adding it.  Also, I prefer to remove the leaves before eating.  Those are minor issues compared to the great taste, and I will definitely be getting this again.",Positive,Positive,Positive
"I opened 4 of the 12 cans in this case and in each of them, less than 10 beans per can were edible.  Most of them were crushed, smashed or broken in some way, making them inedible (they would taste like ""can"").  Amazon.com was good enough to refund my money but I would never order these cans again.  I'm not even sure my local homeless shelter will be able to use the 8 cans I have left.  Downright disgusting.",Negative,Negative,Negative
"Ok I am a chocolate snob. If things have chocolate in them they have to taste really good. and these do. I bought a box and the local grocer today, there are about 16 wafers in a box and now there are just 2 left.",Positive,Positive,Positive
"It takes trying a few other brands of coffee, to find one that is very tasteful and smooth to the taste. My opinion is: San Francisco Bay Coffee, Fog Chaser is the best.",Positive,Positive,Positive
Got this for a gift.  Pricey because of the fact that it is a real import from Germany.  Product reportedly arrived promptly and well packed.  Taste was fresh and as expected.  Would prefer the single packs if they were available.,Positive,Positive,Positive
"I bought a bottle of this at my local liquor store and just cracked it open. I was surprised to see that it had an actual cork in it and required a bottle opener. I thought that was a good sign, but no. I have tasted their champagne and chardonnay so far and both of those were good. But I'll never buy this Merlot again. It really tastes like watered-down grape juice.<br /><br />I still have the ""white wine"" to sample, but so far this one gets crossed of the shopping list.",Negative,Positive,Positive
"I got this for my husband who uses one of the old bar soaps known for leaving a ""sticky soap film"" behind.  He is a man of habit though and wouldn't use it even when I reminded him of the great commercial they had for the super bowl.  So, I hid his soap and left him with either this or puppy shampoo for his morning bath.  That did the trick! Not only that but this stuff has a really nice, subtle masculine scent.  mmmmmmmmm, I LIKE this stuff!  He smells sexy but not until you get really, really close, so I don't have to worry about the girls at work ""sniffing after him"".<br /><br />In the interest of writing a good review I did some additional research and used it on myself in the shower:  This product lathers nicely, and rinses very clean.  It does a good job of washing off sweat, dirt, grease, etc. without having to reapply.  After using it, I did not have dry or itchy skin and I felt clean and refreshed.  The scent was faint and kinda woodsy, it reminded me of sandlewood but very subtle.  While this product is for men, I would use it again. As for my husband, I hope he keeps using this -- did I mention? -- mmmm I LOVE the smell of this on him.",Positive,Positive,Positive
I keep a box of this at work so I can have my daily oatmeal fix! It cooks quickly in the microwave & has a nice oat flavor.  I add cinnamon & some dried fruit for an extra kick.,Positive,Positive,Positive
"I am so thrilled to find these on Amazon! I don't know why it didn't occur to me to look earlier. I love salt and vinegar potato chips and these definitely hit the same flavor spot. But it's a much healthier alternative. They are still high in fat, as all nuts are, so eating a whole can in one sitting is probably not the thing to do. But a handful in the afternoon really takes care of my salt craving, the bold vinegar flavor makes a little go a long way and I'm getting some good nutrients too. As others mentioned, of all the ""bold"" flavors, this seems to be the one that is hardest to find in stores. Thank you, Amazon!",Positive,Positive,Positive
